Customer_ID,Age,Gender,Item_Purchased,Category,Purchase_Amount_USD,Location,Size,Color,Season,Review_Rating,Subscription_Status,Shipping_Type,Discount_Applied,Promo_Code_Used,Previous_Purchases,Payment_Method,Frequency_of_Purchases,Frequency_Score,Discount_Independence,Satisfaction_Flag,Prev_Norm,Freq_Norm,Spend_Norm,Rating_Norm,Loyalty_A,Loyalty_B,Customer_Value_Score,Value_Tier,Organic_Demand_Score,Loyalty_A_Tier,Loyalty_B_Tier
1194,40,Male,Jacket,Outerwear,55,Alaska,L,Pink,Fall,5.0,No,2-Day Shipping,Yes,Yes,18,Credit Card,Fortnightly,26,0,Satisfied,0.346938775510204,0.49019607843137253,0.4375,1.0,0.40424169667867144,0.473469387755102,0.4208708483393357,Medium Value,0.32769107643057216,Medium Loyalty,Medium Loyalty
1195,50,Male,Hoodie,Clothing,46,New York,S,Teal,Winter,3.1,No,2-Day Shipping,Yes,Yes,6,Credit Card,Fortnightly,26,0,Unsatisfied,0.10204081632653061,0.49019607843137253,0.32500000000000007,0.2400000000000002,0.25730292116846737,0.12302040816326537,0.29115146058423375,Low Value,0.21748699479791914,Medium Loyalty,Low Loyalty
1196,25,Male,Scarf,Accessories,95,Texas,M,White,Winter,4.0,No,2-Day Shipping,Yes,Yes,33,Venmo,Monthly,12,0,Satisfied,0.6530612244897959,0.21568627450980393,0.9375,0.6000000000000001,0.4781112444977991,0.5065306122448979,0.7078056222488995,VIP,0.3693677470988395,High Loyalty,Medium Loyalty
1197,30,Male,Belt,Accessories,88,North Dakota,M,Maroon,Winter,3.2,No,2-Day Shipping,Yes,Yes,13,Bank Transfer,Fortnightly,26,0,Unsatisfied,0.24489795918367344,0.49019607843137253,0.8500000000000001,0.28000000000000025,0.34301720688275306,0.20644897959183678,0.5965086034413766,VIP,0.2817727090836334,Medium Loyalty,Low Loyalty
1198,54,Male,Sneakers,Footwear,92,Vermont,L,Violet,Fall,3.9,No,Standard,Yes,Yes,26,PayPal,Annually,1,0,Unsatisfied,0.510204081632653,0.0,0.9000000000000001,0.56,0.3061224489795918,0.4231020408163265,0.6030612244897959,VIP,0.22959183673469383,Medium Loyalty,Medium Loyalty
1199,40,Male,Socks,Clothing,49,New Jersey,M,Brown,Summer,3.9,No,2-Day Shipping,Yes,Yes,17,Cash,Annually,1,0,Unsatisfied,0.32653061224489793,0.0,0.36250000000000004,0.56,0.19591836734693877,0.331265306122449,0.2792091836734694,Low Value,0.14693877551020407,Low Loyalty,Low Loyalty
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,Yes,3,Debit Card,Weekly,52,0,Satisfied,0.04081632653061225,0.9999999999999999,0.8625,0.8,0.42448979591836733,0.26040816326530614,0.6434948979591837,VIP,0.36836734693877543,Medium Loyalty,Low Loyalty
1201,27,Male,Coat,Outerwear,22,Connecticut,XL,Black,Winter,4.4,No,Store Pickup,Yes,Yes,7,PayPal,Weekly,52,0,Satisfied,0.12244897959183673,0.9999999999999999,0.025000000000000022,0.7600000000000002,0.473469387755102,0.2892244897959184,0.249234693877551,Low Value,0.40510204081632645,High Loyalty,Low Loyalty
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,Yes,46,Venmo,Fortnightly,26,0,Unsatisfied,0.9183673469387754,0.49019607843137253,0.5125000000000001,0.2400000000000002,0.7470988395358142,0.5311836734693878,0.6297994197679072,VIP,0.5848339335734293,Champion,High Loyalty
1203,48,Male,Scarf,Accessories,29,Maryland,S,Olive,Spring,2.9,No,Standard,Yes,Yes,14,Venmo,Quarterly,4,0,Unsatisfied,0.26530612244897955,0.058823529411764705,0.11250000000000004,0.15999999999999992,0.1827130852340936,0.18065306122448976,0.1476065426170468,Low Value,0.13997599039615846,Low Loyalty,Low Loyalty
1204,40,Male,Sneakers,Footwear,82,Minnesota,M,Orange,Winter,3.7,No,Free Shipping,Yes,Yes,23,Bank Transfer,Annually,1,0,Unsatisfied,0.44897959183673464,0.0,0.7750000000000001,0.4800000000000002,0.26938775510204077,0.3684897959183674,0.5221938775510204,High Value,0.2020408163265306,Medium Loyalty,Low Loyalty
1205,67,Male,Belt,Accessories,94,Florida,M,Pink,Spring,3.2,No,2-Day Shipping,Yes,Yes,20,Credit Card,Quarterly,4,0,Unsatisfied,0.38775510204081626,0.058823529411764705,0.925,0.28000000000000025,0.2561824729891956,0.27787755102040823,0.5905912364945978,High Value,0.195078031212485,Low Loyalty,Low Loyalty
1206,52,Male,Handbag,Accessories,99,California,M,Olive,Spring,3.5,No,Standard,Yes,Yes,38,Bank Transfer,Fortnightly,26,0,Unsatisfied,0.7551020408163265,0.49019607843137253,0.9875,0.40000000000000013,0.6491396558623449,0.4975510204081633,0.8183198279311724,VIP,0.5113645458183272,Champion,Medium Loyalty
1207,22,Male,Handbag,Accessories,59,Mississippi,S,Cyan,Fall,3.0,No,Free Shipping,Yes,Yes,16,Venmo,Quarterly,4,0,Unsatisfied,0.3061224489795918,0.058823529411764705,0.48750000000000004,0.20000000000000018,0.20720288115246094,0.21306122448979595,0.3473514405762305,Medium Value,0.15834333733493397,Low Loyalty,Low Loyalty
1208,62,Male,Boots,Footwear,90,Washington,M,White,Summer,4.1,No,Next Day Air,Yes,Yes,48,Credit Card,Quarterly,4,0,Satisfied,0.9591836734693877,0.058823529411764705,0.875,0.6399999999999999,0.5990396158463385,0.6715918367346938,0.7370198079231691,VIP,0.45222088835534213,Champion,Champion
1209,20,Male,Boots,Footwear,100,Wisconsin,S,Red,Winter,3.8,No,2-Day Shipping,Yes,Yes,8,Debit Card,Annually,1,0,Unsatisfied,0.14285714285714285,0.0,1.0,0.52,0.0857142857142857,0.22742857142857142,0.5428571428571428,High Value,0.06428571428571428,Low Loyalty,Low Loyalty
1210,41,Male,Pants,Clothing,62,Pennsylvania,M,Blue,Winter,3.8,No,Next Day Air,Yes,Yes,16,Bank Transfer,Monthly,12,0,Unsatisfied,0.3061224489795918,0.21568627450980393,0.525,0.52,0.2699479791916766,0.3090612244897959,0.39747398959583835,Medium Value,0.2132452981192477,Medium Loyalty,Low Loyalty
1211,34,Male,Sunglasses,Accessories,78,Missouri,M,Olive,Fall,4.1,No,Next Day Air,Yes,Yes,5,Cash,Quarterly,4,0,Satisfied,0.08163265306122448,0.058823529411764705,0.7250000000000001,0.6399999999999999,0.07250900360144058,0.2328163265306122,0.39875450180072036,Medium Value,0.05732292917166866,Low Loyalty,Low Loyalty
1212,23,Male,Hoodie,Clothing,94,Oklahoma,M,Green,Spring,4.6,No,Store Pickup,Yes,Yes,14,Venmo,Quarterly,4,0,Satisfied,0.26530612244897955,0.058823529411764705,0.925,0.8399999999999999,0.1827130852340936,0.3846530612244897,0.5538565426170468,High Value,0.13997599039615846,Low Loyalty,Medium Loyalty
1213,32,Male,Shoes,Footwear,74,Pennsylvania,M,Yellow,Summer,2.5,No,Free Shipping,Yes,Yes,18,Credit Card,Weekly,52,0,Unsatisfied,0.346938775510204,0.9999999999999999,0.675,0.0,0.6081632653061224,0.173469387755102,0.6415816326530612,VIP,0.5061224489795917,Champion,Low Loyalty
1214,68,Male,Handbag,Accessories,52,Kentucky,XL,Black,Spring,3.7,No,Express,Yes,Yes,14,Debit Card,Quarterly,4,0,Unsatisfied,0.26530612244897955,0.058823529411764705,0.4,0.4800000000000002,0.1827130852340936,0.27665306122448985,0.29135654261704685,Low Value,0.13997599039615846,Low Loyalty,Low Loyalty
1215,30,Male,Jacket,Outerwear,81,Vermont,M,Blue,Fall,3.8,No,Free Shipping,Yes,Yes,5,Cash,Quarterly,4,0,Unsatisfied,0.08163265306122448,0.058823529411764705,0.7625,0.52,0.07250900360144058,0.19681632653061223,0.4175045018007203,Medium Value,0.05732292917166866,Low Loyalty,Low Loyalty
1216,66,Male,Blouse,Clothing,20,Oregon,L,Pink,Winter,2.6,No,2-Day Shipping,Yes,Yes,15,Credit Card,Quarterly,4,0,Unsatisfied,0.28571428571428564,0.058823529411764705,0.0,0.040000000000000036,0.19495798319327726,0.15485714285714283,0.09747899159663863,Low Value,0.1491596638655462,Low Loyalty,Low Loyalty
1217,62,Male,Pants,Clothing,32,Utah,XL,Lavender,Summer,3.7,No,Free Shipping,Yes,Yes,3,Venmo,Quarterly,4,0,Unsatisfied,0.04081632653061225,0.058823529411764705,0.15000000000000002,0.4800000000000002,0.04801920768307323,0.16440816326530616,0.09900960384153663,Low Value,0.03895558223289316,Low Loyalty,Low Loyalty
1218,50,Male,Boots,Footwear,63,Nebraska,XL,Cyan,Fall,2.6,No,Free Shipping,Yes,Yes,12,Cash,Quarterly,4,0,Unsatisfied,0.22448979591836735,0.058823529411764705,0.5375000000000001,0.040000000000000036,0.1582232893157263,0.12424489795918368,0.34786164465786323,Medium Value,0.12160864345738295,Low Loyalty,Low Loyalty
1219,55,Male,Boots,Footwear,79,Pennsylvania,M,Cyan,Spring,3.1,No,Store Pickup,Yes,Yes,43,Cash,Quarterly,4,0,Unsatisfied,0.8571428571428571,0.058823529411764705,0.7375,0.2400000000000002,0.5378151260504201,0.5005714285714287,0.63765756302521,VIP,0.4063025210084033,High Loyalty,Medium Loyalty
1220,19,Male,Sweater,Clothing,23,Vermont,M,Gold,Winter,2.5,No,Next Day Air,Yes,Yes,35,Credit Card,Fortnightly,26,0,Unsatisfied,0.693877551020408,0.49019607843137253,0.03750000000000003,0.0,0.6124049619847939,0.346938775510204,0.32495248099239693,Low Value,0.483813525410164,Champion,Low Loyalty
1221,67,Male,Gloves,Accessories,64,Kentucky,M,Green,Winter,3.8,No,Express,Yes,Yes,36,Bank Transfer,Quarterly,4,0,Unsatisfied,0.7142857142857142,0.058823529411764705,0.55,0.52,0.4521008403361344,0.5131428571428571,0.5010504201680672,High Value,0.342016806722689,High Loyalty,High Loyalty
1222,18,Male,Socks,Clothing,69,Iowa,M,Red,Winter,4.5,No,Standard,Yes,Yes,3,Cash,Quarterly,4,0,Satisfied,0.04081632653061225,0.058823529411764705,0.6125,0.8,0.04801920768307323,0.26040816326530614,0.33025960384153663,Medium Value,0.03895558223289316,Low Loyalty,Low Loyalty
1223,58,Male,Jeans,Clothing,69,Indiana,L,Magenta,Fall,3.4,No,Store Pickup,Yes,Yes,27,Bank Transfer,Annually,1,0,Unsatisfied,0.5306122448979591,0.0,0.6125,0.3600000000000001,0.31836734693877544,0.3733061224489796,0.46543367346938774,High Value,0.2387755102040816,Medium Loyalty,Medium Loyalty
1224,69,Male,Pants,Clothing,24,Kansas,L,Red,Winter,3.9,No,Free Shipping,Yes,Yes,21,Bank Transfer,Weekly,52,0,Unsatisfied,0.4081632653061224,0.9999999999999999,0.050000000000000044,0.56,0.6448979591836734,0.3720816326530612,0.34744897959183674,Medium Value,0.533673469387755,Champion,Medium Loyalty
1225,62,Male,Shorts,Clothing,50,Illinois,M,Yellow,Summer,3.7,No,Store Pickup,Yes,Yes,18,Venmo,Weekly,52,0,Unsatisfied,0.346938775510204,0.9999999999999999,0.375,0.4800000000000002,0.6081632653061224,0.31746938775510203,0.4915816326530612,High Value,0.5061224489795917,Champion,Low Loyalty
1226,28,Male,Gloves,Accessories,97,North Carolina,S,Turquoise,Fall,2.6,No,Free Shipping,Yes,Yes,16,Debit Card,Weekly,52,0,Unsatisfied,0.3061224489795918,0.9999999999999999,0.9625000000000001,0.040000000000000036,0.583673469387755,0.1650612244897959,0.7730867346938776,VIP,0.48775510204081624,Champion,Low Loyalty
1227,53,Male,Sandals,Footwear,91,Ohio,S,Cyan,Fall,3.4,No,Store Pickup,Yes,Yes,18,Venmo,Fortnightly,26,0,Unsatisfied,0.346938775510204,0.49019607843137253,0.8875,0.3600000000000001,0.40424169667867144,0.28146938775510205,0.6458708483393357,VIP,0.32769107643057216,Medium Loyalty,Low Loyalty
1228,27,Male,Blouse,Clothing,37,Illinois,L,Yellow,Spring,4.9,No,Store Pickup,Yes,Yes,19,Bank Transfer,Fortnightly,26,0,Satisfied,0.36734693877551017,0.49019607843137253,0.21250000000000002,0.9600000000000002,0.4164865946378551,0.4716734693877551,0.31449329731892756,Low Value,0.3368747498999599,Medium Loyalty,Medium Loyalty
1229,55,Male,Jacket,Outerwear,55,Indiana,S,Yellow,Winter,3.9,No,Express,Yes,Yes,1,Cash,Annually,1,0,Unsatisfied,0.0,0.0,0.4375,0.56,0.0,0.168,0.21875,Low Value,0.0,Low Loyalty,Low Loyalty
1230,34,Male,Jewelry,Accessories,52,Kansas,XL,Maroon,Winter,3.6,No,Express,Yes,Yes,39,Bank Transfer,Annually,1,0,Unsatisfied,0.7755102040816325,0.0,0.4,0.44000000000000017,0.4653061224489795,0.5197551020408163,0.43265306122448977,Medium Value,0.34897959183673466,High Loyalty,High Loyalty
1231,25,Male,Hat,Accessories,80,Illinois,L,Brown,Spring,3.8,No,Standard,Yes,Yes,49,Venmo,Monthly,12,0,Unsatisfied,0.9795918367346937,0.21568627450980393,0.75,0.52,0.6740296118447379,0.6457959183673468,0.7120148059223689,VIP,0.5163065226090435,Champion,High Loyalty
1232,66,Male,Socks,Clothing,79,Pennsylvania,M,Gold,Spring,4.0,No,2-Day Shipping,Yes,Yes,43,Credit Card,Fortnightly,26,0,Satisfied,0.8571428571428571,0.49019607843137253,0.7375,0.6000000000000001,0.7103641456582632,0.6085714285714285,0.7239320728291316,VIP,0.557282913165266,Champion,High Loyalty
1233,57,Male,Handbag,Accessories,23,New York,M,Charcoal,Summer,3.6,No,Free Shipping,Yes,Yes,31,Debit Card,Quarterly,4,0,Unsatisfied,0.6122448979591836,0.058823529411764705,0.03750000000000003,0.44000000000000017,0.39087635054021597,0.43812244897959185,0.21418817527010803,Low Value,0.29609843937575026,Medium Loyalty,Medium Loyalty
1234,46,Male,Pants,Clothing,73,Utah,L,Beige,Winter,3.5,No,Next Day Air,Yes,Yes,40,Venmo,Quarterly,4,0,Unsatisfied,0.7959183673469387,0.058823529411764705,0.6625000000000001,0.40000000000000013,0.501080432172869,0.5179591836734694,0.5817902160864346,High Value,0.37875150060024004,High Loyalty,High Loyalty
1235,38,Male,Gloves,Accessories,99,New Jersey,M,Indigo,Fall,4.1,No,Store Pickup,Yes,Yes,2,Bank Transfer,Fortnightly,26,0,Satisfied,0.02040816326530612,0.49019607843137253,0.9875,0.6399999999999999,0.2083233293317327,0.20220408163265305,0.5979116646658664,VIP,0.18075230092036812,Low Loyalty,Low Loyalty
1236,23,Male,Sweater,Clothing,22,Idaho,M,Red,Spring,3.0,No,Store Pickup,Yes,Yes,46,PayPal,Quarterly,4,0,Unsatisfied,0.9183673469387754,0.058823529411764705,0.025000000000000022,0.20000000000000018,0.5745498199279712,0.5191836734693878,0.2997749099639856,Low Value,0.43385354141656657,High Loyalty,High Loyalty
1237,42,Male,Hat,Accessories,68,New Mexico,M,White,Summer,4.4,No,Store Pickup,Yes,Yes,35,Debit Card,Quarterly,4,0,Satisfied,0.693877551020408,0.058823529411764705,0.6000000000000001,0.7600000000000002,0.4398559423769507,0.5749387755102041,0.5199279711884753,High Value,0.33283313325330127,High Loyalty,High Loyalty
1238,25,Male,Dress,Clothing,92,Michigan,S,Charcoal,Spring,4.4,No,2-Day Shipping,Yes,Yes,42,Credit Card,Quarterly,4,0,Satisfied,0.836734693877551,0.058823529411764705,0.9000000000000001,0.7600000000000002,0.5255702280912364,0.6463673469387755,0.7127851140456183,VIP,0.39711884753901555,High Loyalty,High Loyalty
1239,55,Male,Pants,Clothing,77,Wyoming,M,Violet,Winter,3.7,No,Express,Yes,Yes,3,Venmo,Fortnightly,26,0,Unsatisfied,0.04081632653061225,0.49019607843137253,0.7125,0.4800000000000002,0.22056822729091635,0.16440816326530616,0.46653411364545816,High Value,0.18993597438975587,Low Loyalty,Low Loyalty
1240,62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,Yes,32,Debit Card,Quarterly,4,0,Satisfied,0.6326530612244897,0.058823529411764705,0.21250000000000002,0.9199999999999999,0.4031212484993997,0.5923265306122448,0.3078106242496999,Low Value,0.305282112845138,Medium Loyalty,High Loyalty
1241,41,Male,Scarf,Accessories,79,New Jersey,L,White,Winter,2.9,No,Store Pickup,Yes,Yes,48,Debit Card,Annually,1,0,Unsatisfied,0.9591836734693877,0.0,0.7375,0.15999999999999992,0.5755102040816326,0.5275918367346938,0.6565051020408164,VIP,0.4316326530612245,High Loyalty,High Loyalty
1242,58,Male,Hoodie,Clothing,51,Hawaii,XL,Pink,Winter,3.1,No,Express,Yes,Yes,34,Credit Card,Weekly,52,0,Unsatisfied,0.673469387755102,0.9999999999999999,0.38750000000000007,0.2400000000000002,0.8040816326530611,0.40873469387755107,0.5957908163265306,High Value,0.6530612244897958,Champion,Medium Loyalty
1243,56,Male,Socks,Clothing,27,Nevada,M,Lavender,Summer,4.0,No,Next Day Air,Yes,Yes,15,Bank Transfer,Quarterly,4,0,Satisfied,0.28571428571428564,0.058823529411764705,0.08750000000000002,0.6000000000000001,0.19495798319327726,0.32285714285714284,0.14122899159663865,Low Value,0.1491596638655462,Low Loyalty,Low Loyalty
1244,25,Male,Blouse,Clothing,23,New Hampshire,S,Pink,Spring,3.0,No,Store Pickup,Yes,Yes,22,Debit Card,Annually,1,0,Unsatisfied,0.4285714285714285,0.0,0.03750000000000003,0.20000000000000018,0.25714285714285706,0.2742857142857143,0.14732142857142855,Low Value,0.19285714285714284,Medium Loyalty,Low Loyalty
1245,70,Male,Socks,Clothing,76,Indiana,S,Silver,Summer,3.9,No,2-Day Shipping,Yes,Yes,2,Cash,Monthly,12,0,Unsatisfied,0.02040816326530612,0.21568627450980393,0.7000000000000001,0.56,0.09851940776310525,0.17820408163265308,0.3992597038815527,Medium Value,0.08467386954781912,Low Loyalty,Low Loyalty
1246,42,Male,Dress,Clothing,31,New York,M,Violet,Fall,3.4,No,Standard,Yes,Yes,30,Bank Transfer,Weekly,52,0,Unsatisfied,0.5918367346938774,0.9999999999999999,0.1375,0.3600000000000001,0.7551020408163265,0.40391836734693876,0.4463010204081632,Medium Value,0.6163265306122447,Champion,Medium Loyalty
1247,27,Male,Hoodie,Clothing,60,Louisiana,M,Charcoal,Winter,2.7,No,Standard,Yes,Yes,27,Cash,Monthly,12,0,Unsatisfied,0.5306122448979591,0.21568627450980393,0.5,0.08000000000000007,0.40464185674269704,0.2893061224489796,0.4523209283713485,Medium Value,0.314265706282513,Medium Loyalty,Low Loyalty
1248,65,Male,T-shirt,Clothing,99,Virginia,M,Charcoal,Spring,3.8,No,Express,Yes,Yes,18,Venmo,Fortnightly,26,0,Unsatisfied,0.346938775510204,0.49019607843137253,0.9875,0.52,0.40424169667867144,0.32946938775510204,0.6958708483393358,VIP,0.32769107643057216,Medium Loyalty,Low Loyalty
1249,62,Male,Hat,Accessories,37,Wisconsin,XL,Red,Winter,3.0,No,Free Shipping,Yes,Yes,8,Credit Card,Annually,1,0,Unsatisfied,0.14285714285714285,0.0,0.21250000000000002,0.20000000000000018,0.0857142857142857,0.13142857142857148,0.14910714285714285,Low Value,0.06428571428571428,Low Loyalty,Low Loyalty
1250,62,Male,Boots,Footwear,50,Oregon,M,Peach,Winter,4.5,No,Express,Yes,Yes,48,Venmo,Fortnightly,26,0,Satisfied,0.9591836734693877,0.49019607843137253,0.375,0.8,0.7715886354541815,0.7195918367346938,0.5732943177270908,High Value,0.6032012805122049,Champion,Champion
1251,52,Male,Jeans,Clothing,26,New Hampshire,XL,Purple,Winter,4.1,No,Free Shipping,Yes,Yes,24,Cash,Monthly,12,0,Satisfied,0.4693877551020408,0.21568627450980393,0.07500000000000001,0.6399999999999999,0.3679071628651461,0.4266938775510204,0.22145358143257304,Low Value,0.28671468587434973,Medium Loyalty,Medium Loyalty
1252,56,Male,Shorts,Clothing,86,Indiana,XL,Orange,Spring,5.0,No,Next Day Air,Yes,Yes,43,Credit Card,Monthly,12,0,Satisfied,0.8571428571428571,0.21568627450980393,0.825,1.0,0.6005602240896358,0.7285714285714285,0.7127801120448178,VIP,0.46120448179271706,Champion,Champion
1253,28,Male,Sandals,Footwear,41,Massachusetts,L,Magenta,Fall,4.0,No,Standard,Yes,Yes,8,Cash,Quarterly,4,0,Satisfied,0.14285714285714285,0.058823529411764705,0.26250000000000007,0.6000000000000001,0.10924369747899158,0.25142857142857145,0.1858718487394958,Low Value,0.08487394957983192,Low Loyalty,Low Loyalty
1254,39,Male,Sandals,Footwear,23,Montana,XL,Red,Winter,4.9,No,Express,Yes,Yes,49,PayPal,Annually,1,0,Satisfied,0.9795918367346937,0.0,0.03750000000000003,0.9600000000000002,0.5877551020408163,0.7777959183673469,0.3126275510204082,Low Value,0.4408163265306122,Champion,Champion
1255,54,Male,Sneakers,Footwear,56,California,XL,Black,Spring,3.3,No,2-Day Shipping,Yes,Yes,2,Credit Card,Fortnightly,26,0,Unsatisfied,0.02040816326530612,0.49019607843137253,0.45000000000000007,0.32000000000000006,0.2083233293317327,0.10620408163265307,0.3291616646658664,Medium Value,0.18075230092036812,Low Loyalty,Low Loyalty
1256,30,Male,Hat,Accessories,68,Indiana,M,Peach,Fall,4.1,No,Standard,Yes,Yes,38,Cash,Fortnightly,26,0,Satisfied,0.7551020408163265,0.49019607843137253,0.6000000000000001,0.6399999999999999,0.6491396558623449,0.5695510204081632,0.6245698279311724,VIP,0.5113645458183272,Champion,High Loyalty
1257,45,Male,Coat,Outerwear,48,West Virginia,S,Olive,Winter,3.6,No,Express,Yes,Yes,4,Cash,Fortnightly,26,0,Unsatisfied,0.061224489795918366,0.49019607843137253,0.3500000000000001,0.44000000000000017,0.23281312525010003,0.16261224489795922,0.29140656262505005,Low Value,0.19911964785914363,Low Loyalty,Low Loyalty
1258,68,Male,Dress,Clothing,67,Minnesota,L,Gold,Spring,3.0,No,Free Shipping,Yes,Yes,31,Cash,Quarterly,4,0,Unsatisfied,0.6122448979591836,0.058823529411764705,0.5875,0.20000000000000018,0.39087635054021597,0.36612244897959184,0.489188175270108,High Value,0.29609843937575026,Medium Loyalty,Low Loyalty
1259,47,Male,Boots,Footwear,87,Ohio,XL,Gold,Spring,4.1,No,2-Day Shipping,Yes,Yes,34,Debit Card,Quarterly,4,0,Satisfied,0.673469387755102,0.058823529411764705,0.8375000000000001,0.6399999999999999,0.4276110444177671,0.528734693877551,0.6325555222088836,VIP,0.3236494597839135,Medium Loyalty,High Loyalty
1260,68,Male,Skirt,Clothing,64,Minnesota,M,Turquoise,Fall,3.9,No,Standard,Yes,Yes,45,Credit Card,Monthly,12,0,Unsatisfied,0.8979591836734693,0.21568627450980393,0.55,0.56,0.6250500200080031,0.6169795918367347,0.5875250100040016,High Value,0.47957182873149257,Champion,High Loyalty
1261,63,Male,Shirt,Clothing,93,Virginia,XL,Green,Spring,4.1,No,Store Pickup,Yes,Yes,30,Debit Card,Quarterly,4,0,Satisfied,0.5918367346938774,0.058823529411764705,0.9125000000000001,0.6399999999999999,0.37863145258103237,0.4879183673469387,0.6455657262905161,VIP,0.2869147659063625,Medium Loyalty,Medium Loyalty
1262,20,Male,Shirt,Clothing,29,Connecticut,L,Maroon,Summer,2.8,No,Next Day Air,Yes,Yes,2,Credit Card,Fortnightly,26,0,Unsatisfied,0.02040816326530612,0.49019607843137253,0.11250000000000004,0.11999999999999988,0.2083233293317327,0.04620408163265302,0.16041166466586637,Low Value,0.18075230092036812,Low Loyalty,Low Loyalty
1263,29,Male,Boots,Footwear,62,Tennessee,L,Brown,Winter,4.8,No,Store Pickup,Yes,Yes,44,Venmo,Monthly,12,0,Satisfied,0.8775510204081631,0.21568627450980393,0.525,0.9199999999999999,0.6128051220488194,0.7147755102040816,0.5689025610244097,High Value,0.4703881552621048,Champion,Champion
1264,41,Male,Hoodie,Clothing,70,Delaware,L,Brown,Winter,4.6,No,2-Day Shipping,Yes,Yes,1,Credit Card,Fortnightly,26,0,Satisfied,0.0,0.49019607843137253,0.625,0.8399999999999999,0.19607843137254902,0.25199999999999995,0.4105392156862745,Medium Value,0.17156862745098037,Low Loyalty,Low Loyalty
1265,52,Male,Sweater,Clothing,92,Vermont,S,Blue,Winter,2.5,No,Next Day Air,Yes,Yes,1,Venmo,Fortnightly,26,0,Unsatisfied,0.0,0.49019607843137253,0.9000000000000001,0.0,0.19607843137254902,0.0,0.5480392156862746,High Value,0.17156862745098037,Low Loyalty,Low Loyalty
1266,32,Male,Shirt,Clothing,79,Louisiana,M,Lavender,Spring,2.7,No,Next Day Air,Yes,Yes,27,Bank Transfer,Weekly,52,0,Unsatisfied,0.5306122448979591,0.9999999999999999,0.7375,0.08000000000000007,0.7183673469387755,0.2893061224489796,0.7279336734693878,VIP,0.5887755102040815,Champion,Low Loyalty
1267,20,Male,Blouse,Clothing,31,North Dakota,M,Peach,Fall,4.0,No,Standard,Yes,Yes,14,Debit Card,Quarterly,4,0,Satisfied,0.26530612244897955,0.058823529411764705,0.1375,0.6000000000000001,0.1827130852340936,0.31265306122448977,0.16010654261704682,Low Value,0.13997599039615846,Low Loyalty,Low Loyalty
1268,47,Male,T-shirt,Clothing,83,Oregon,S,Gray,Spring,2.7,No,Standard,Yes,Yes,41,Cash,Weekly,52,0,Unsatisfied,0.8163265306122448,0.9999999999999999,0.7875000000000001,0.08000000000000007,0.8897959183673468,0.4321632653061224,0.8386479591836734,VIP,0.71734693877551,Champion,Medium Loyalty
1269,23,Male,Jacket,Outerwear,88,Idaho,XL,Charcoal,Winter,2.9,No,Next Day Air,Yes,Yes,25,Debit Card,Fortnightly,26,0,Unsatisfied,0.4897959183673469,0.49019607843137253,0.8500000000000001,0.15999999999999992,0.4899559823929571,0.29289795918367345,0.6699779911964786,VIP,0.3919767907162865,High Loyalty,Low Loyalty
1270,43,Male,Jewelry,Accessories,53,Vermont,M,Lavender,Spring,3.0,No,Standard,Yes,Yes,47,PayPal,Quarterly,4,0,Unsatisfied,0.9387755102040816,0.058823529411764705,0.4125000000000001,0.20000000000000018,0.5867947178871549,0.5293877551020408,0.4996473589435775,High Value,0.4430372148859543,Champion,High Loyalty
1271,67,Male,Hoodie,Clothing,98,West Virginia,M,Green,Fall,3.3,No,Standard,Yes,Yes,20,Cash,Annually,1,0,Unsatisfied,0.38775510204081626,0.0,0.9750000000000001,0.32000000000000006,0.23265306122448975,0.28987755102040813,0.6038265306122449,VIP,0.17448979591836733,Low Loyalty,Low Loyalty
1272,70,Male,Jewelry,Accessories,57,Kentucky,S,Gray,Spring,4.3,No,Store Pickup,Yes,Yes,42,PayPal,Annually,1,0,Satisfied,0.836734693877551,0.0,0.4625,0.72,0.5020408163265305,0.6343673469387755,0.4822704081632653,High Value,0.3765306122448979,High Loyalty,High Loyalty
1273,35,Male,Sandals,Footwear,80,Wisconsin,M,Orange,Winter,4.4,No,Express,Yes,Yes,16,Bank Transfer,Monthly,12,0,Satisfied,0.3061224489795918,0.21568627450980393,0.75,0.7600000000000002,0.2699479791916766,0.38106122448979596,0.5099739895958383,High Value,0.2132452981192477,Medium Loyalty,Medium Loyalty
1274,41,Male,Jeans,Clothing,29,Mississippi,L,Silver,Spring,4.1,No,Next Day Air,Yes,Yes,32,Credit Card,Quarterly,4,0,Satisfied,0.6326530612244897,0.058823529411764705,0.11250000000000004,0.6399999999999999,0.4031212484993997,0.5083265306122449,0.25781062424969986,Low Value,0.305282112845138,Medium Loyalty,Medium Loyalty
1275,54,Male,Hat,Accessories,73,Missouri,M,Olive,Spring,3.1,No,2-Day Shipping,Yes,Yes,37,PayPal,Quarterly,4,0,Unsatisfied,0.7346938775510203,0.058823529411764705,0.6625000000000001,0.2400000000000002,0.4643457382953181,0.43934693877551023,0.563422869147659,High Value,0.3512004801920768,High Loyalty,Medium Loyalty
